txtFornecedor,vlrLiquido
FRATELLI POSTO DE COMBUSTIVEIS LTDA,189.43
FRATELLI POSTO DE COMBUSTIVEIS LTDA,240.04
FRATELLI POSTO DE COMBUSTIVEIS LTDA,178.55
FRATELLI POSTO DE COMBUSTIVEIS LTDA,167.04
JAJUR COM. DE DERIVADOS DE PETROLEO LTDA,150.0
JGJ COMERCIO DE PETROLEO LTDA,191.17
LEONISIA NN BARROSO,204.32
LT LOGISTICA DE COM DE COMBUSTIVEL LTDA,213.02
Marcio de Souza Silva,250.03
MAXXI COMERCIO DE DERIVADOS DE PETROLEO LTDA,241.53
MONTREAL COMBUSTIVEIS LTDA,276.06
MONTREAL COMBUSTIVEIS LTDA,126.02
MORRO AZUL COMERCIO DE PETROLEO LTDA,210.0
MORRO AZUL COMERCIO DE PETROLEO LTDA,195.04
PHJ COMERCIO DE COMBUSTIVEIS LTDA,288.16
PIONEIRO COM VAREJISTA DE DERIVADO DE PETROLEO LTDA,240.28
PIT STOP AUTO POSTO,282.79
POSTO CIDADE- FILIAL,171.05
Posto da Divisa Ltda,245.04
POSTO DA TORRE EIRELI - EPP,242.7
POSTO DA TORRE EIRELI - EPP,200.04
POSTO DA TORRE EIRELI - EPP,230.04
POSTO DISBRAVE IMPERIAL LTDA,237.07
POSTO POSSELANDIA LTDA,263.05
POSTO SETE MILHAS LTDA,266.32
POSTO SETE MILHAS LTDA,124.98
POSTO SILOEIRO LTDA,255.06
POSTO Z+Z SANTA MARTA LTDA,206.77
R C Comercio De Combustiveis Ltda,120.37
Real Posto Center Ltda,166.02
ROTA 406 COMBUSTIVEIS LTDA,217.98
SAÍDA SUL POSTOS E SERVIÇOS LTDA,245.58
SAÍDA SUL POSTOS E SERVIÇOS LTDA,226.19
SAÍDA SUL POSTOS E SERVIÇOS LTDA,145.19
SAN REMI POSTO DE SERVICOS LTDA,210.0
SAN REMI POSTO DE SERVICOS LTDA,205.99
SAN REMI POSTO DE SERVICOS LTDA,224.99
SAO JOAO POSTOS DE ABASTECIMENTO E SERVICOS LTDA,235.01
SCALEZ COMERCIO DE DERIVADOS DE PETROLEO,263.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,270.03
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,289.87
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,185.22
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,210.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,149.12
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,148.11
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,230.12
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,28.65
SILT SELF SERVICE EIRELI ME,12.19
SILVA E RAMOS COMERCIO DE COMBUSTIVEIS LTDA EPP,270.01
VERDE AMARELO POSTO DE SERVICOS LTDA,194.03
JOSE MARCONDES DOS SANTOS NETO,5000.0
MAIKEL OSVALDO CLEMENTE EIRELI,9500.0
MAIKEL OSVALDO CLEMENTE EIRELI,9500.0
MAIKEL OSVALDO CLEMENTE EIRELI,9500.0
MAIKEL OSVALDO CLEMENTE EIRELI,11500.0
MAIKEL OSVALDO CLEMENTE EIRELI,11500.0
MAIKEL OSVALDO CLEMENTE EIRELI,11500.0
AZUL LINHAS AÉREAS INTELIGENTES S.A,548.16
AZUL LINHAS AÉREAS INTELIGENTES S.A,588.16
AZUL LINHAS AÉREAS INTELIGENTES S.A,1316.34
AZUL LINHAS AÉREAS INTELIGENTES S.A,1424.84
GOL LINHAS AEREAS INTELIGENTES,758.66
GOL LINHAS AEREAS S.A.,1630.36
TAM LINHAS AEREAS S/A.,819.18
TAM LINHAS AEREAS S/A.,893.98
CLARO S.A,79.32
Claro S.A,154.97
Claro S.A,154.97
Claro S.A,103.98
CLARO S.A.,154.97
CLARO S.A.,128.98
CLARO S.A.,154.97
CLARO S.A.,154.97
CLARO S.A.,154.97
CLARO S/A.,154.97
RAMAL,105.31
RAMAL,32.19
RAMAL,36.02
RAMAL,54.69
RAMAL,53.21
RAMAL,23.47
RAMAL,11.59
RAMAL,13.21
RAMAL,16.34
RAMAL,5.55
RAMAL,8.36
TELEFONIA BRASIL S.A. - VIVO,1261.74
TELEFÔNICA BRASIL S.A.,997.49
TELEFONICA BRASIL S.A.,59.09
TELEFONICA BRASIL S.A.,179.98
TELEFONICA BRASIL S.A.,1316.37
TELEFONICA BRASIL S.A.,1407.87
TELEFÔNICA BRASIL S.A. VIVO,182.01
TELEFÔNICA BRASIL S.A. VIVO,615.02
TELEFÔNICA BRASIL S.A. VIVO,1329.78
TELEFÔNICA BRASIL S.A. VIVO,1389.98
TELEFONICA BRASIL SA VIVO,728.98
CORREIOS - CARTA REGISTRADA COM AR,14.2
CORREIOS - DOCUMENTO INTERN. EXPRESSO (EMS DOCUMENTO),151.0
CORREIOS - ENCOMENDA PAC COM AR,32.64
29-MACEDO E SOUZA LTDA,37.4
29-MACEDO E SOUZA LTDA,34.9
BAR RESTAURANTE E CHURRASCARIA GUARACIABA LTDA ME-EPP,122.25
BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S A,31.9
BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S A,54.8
BSB GRILL BAR E RESTAURANTE LTDA,94.0
BSB GRILL BAR E RESTAURANTE LTDA,96.0
CARLOS PEREZ PEREZ LANCHONETE,37.2
CASA DE ALIMENTOS PIABA LTDA ME,32.59
CD - RESTAURANTE E CHURRASCARIA EIRELI,56.9
Churrascaria Estrela do Sul,100.0
Churrascaria Estrela do Sul,69.19
CHURRASCARIA NOVILHO DE OURO LTDA,135.0
CONGELADOS MENDONÇA E COUTO LTDA,121.3
CPQ BRASIL S A,22.5
DF CINCO ESTRELAS COMERCIAL DE ALIMENTOS EIRELI,22.5
DUDUSAN RESTAURANTE E FAST FOOD LTDA,30.38
DUDUSAN RESTAURANTE E FAST FOOD LTDA,78.62
DUDUSAN RESTAURANTE E FAST FOOD LTDA,40.0
DUDUSAN RESTAURANTE E FAST FOOD LTDA,80.0
DUDUSAN RESTAURANTE E FAST FOOD LTDA,59.02
DUDUSAN RESTAURANTE E FAST FOOD LTDA,67.24
DUDUSAN RESTAURANTE E FAST FOOD LTDA,50.09
EMBAIXADA GASTRONOMICA BAR RESTAURANTE E EVENTOS,41.0
EMBAIXADA GASTRONOMICA BAR RESTAURANTE E EVENTOS,54.0
Francisco Pátio Comércio de Alimentos Ltda EPP,77.88
GJ ALIMENTOS EIRELI,71.0
GJ ALIMENTOS EIRELI,80.0
GJ ALIMENTOS EIRELI,71.0
GJ ALIMENTOS EIRELI,69.0
GJ ALIMENTOS EIRELI,49.0
GJ ALIMENTOS EIRELI,80.0
GJ ALIMENTOS EIRELI,80.01
L. P. MARQUIS COSTA EIRELI,95.0
L.D. DE ARAUJO,22.03
PANIFICADORA J. REIS LTDA EPP,11.26
PRATES FOODS COMERCIO DE ALIMENTOS EIRELI,36.0
RASPAS E DELICIAS RESTAURANTE LTDA,72.49
READY BEEF COM DE CARNES LTDA,47.9
RESTAURANTE CAMARGOS LTDA,34.91
RESTAURANTE ESQUINA MINEIRA LTDA - EPP,60.7
RESTAURANTE MADERO BRASILIA LT,91.7
RESTAURANTE RF DA COSTA C. DE ALIMENTOS LTDA ME,58.0
RSNT MIWA RESTAURANTE LTDA,54.7
SEMEAR ESPACO GOURMET LTDA ME,42.0
SENSEI COMERCIO DE ALIMENTOS LTDA,110.0
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,23.91
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,28.49
SILT SELF SERVICE EIRELI,8.81
SILT SELF SERVICE EIRELI,45.63
SILT SELF SERVICE EIRELI,30.22
SILT SELF SERVICE EIRELI ME,70.0
SILT SELF SERVICE EIRELI ME,37.61
SILT SELF SERVICE EIRELI ME,19.73
SILT SELF SERVICE EIRELI ME,33.5
SILT SELF SERVICE EIRELI ME,46.89
SILT SELF SERVICE EIRELI ME,56.36
SILT SELF SERVICE EIRELI ME,22.03
SILT SELF SERVICE EIRELI ME,53.23
SILT SELF SERVICE EIRELI ME,30.24
SILT SELF SERVICE EIRELI ME,51.94
SILT SELF SERVICE EIRELI ME,38.32
SILT SELF SERVICE EIRELI ME,27.29
SILT SELF SERVICE EIRELI ME,35.46
SILT SELF SERVICE EIRELI ME,20.96
SILT SELF SERVICE EIRELI ME,25.92
SILT SELF SERVICE EIRELI ME,54.95
SILT SELF SERVICE EIRELI ME,44.0
SILT SELF SERVICE EIRELI ME,19.52
SILT SELF SERVICE EIRELI ME,21.0
SILT SELF SERVICE EIRELI ME,17.34
SILT SELF SERVICE EIRELI ME,25.79
SILT SELF SERVICE EIRELI ME,22.15
SILT SELF SERVICE EIRELI ME,23.63
SILT SELF SERVICE EIRELI ME,55.27
SILT SELF SERVICE EIRELI ME,92.83
SILT SELF SERVICE EIRELI ME,14.0
SILT SELF SERVICE EIRELI ME,14.52
SILT SELF SERVICE EIRELI ME,12.68
SILT SELF SERVICE EIRELI ME,19.27
SILT SELF SERVICE EIRELI ME,25.52
SILT SELF SERVICE EIRELI ME,16.51
SILT SELF SERVICE EIRELI ME,86.69
SILT SELF SERVICE EIRELI ME,52.94
SILT SELF SERVICE EIRELI ME,13.79
SILT SELF SERVICE EIRELI ME,25.51
SILT SELF SERVICE EIRELI ME,19.89
SILT SELF SERVICE EIRELI ME,27.68
SILT SELF SERVICE EIRELI ME,25.29
SILT SELF SERVICE EIRELI ME,57.32
SILT SELF SERVICE EIRELI ME,17.3
SILT SELF SERVICE EIRELI ME,23.49
SILT SELF SERVICE EIRELI ME,78.02
SILT SELF SERVICE EIRELI ME,24.61
SILT SELF SERVICE EIRELI ME,24.49
SILT SELF SERVICE EIRELI ME,15.34
SILT SELF SERVICE EIRELI ME,23.5
SILT SELF SERVICE EIRELI ME,18.6
SILT SELF SERVICE EIRELI ME,68.38
SILT SELF SERVICE EIRELI ME,27.49
SILT SELF SERVICE EIRELI ME,22.42
SILT SELF SERVICE EIRELI ME,35.55
SILT SELF SERVICE EIRELI ME,13.75
SILT SELF SERVICE EIRELI ME,16.7
SILT SELF SERVICE EIRELI ME,59.1
SILT SELF SERVICE EIRELI ME,23.31
SILT SELF SERVICE EIRELI ME,23.08
SILT SELF SERVICE EIRELI ME,36.66
SILT SELF SERVICE EIRELI ME,18.33
SILT SELF SERVICE EIRELI ME,52.33
SILT SELF SERVICE EIRELI ME,19.39
SILT SELF SERVICE EIRELI ME,12.84
SILT SELF SERVICE EIRELI ME,15.91
SILT SELF SERVICE EIRELI ME,20.3
SILT SELF SERVICE EIRELI ME,10.42
SILT SELF SERVICE EIRELI ME,24.72
TRENTINI RESTAURANTE E FAST FOOD EIRELI ME,33.81
TRENTINI RESTAURANTE E FAST FOOD EIRELI ME,35.88
VANDERLEI ALVES DE LIMA ME,34.26
VANDERLEI ALVES DE LIMA ME,56.3
ARAGUAIA PALACE HOTEL LTDA - ME,814.0
ARAGUAIA PALACE HOTEL LTDA - ME,150.0
Hotel Mato Grosso,115.0
M DO CARMO DE FFREITAS HOTEL ME,145.0
DALETH VEICULOS LTDA EPP,3800.0
DALETH VEICULOS LTDA EPP,3800.0
DALETH VEICULOS LTDA EPP,3800.0
DALETH VEICULOS LTDA EPP,3800.0
DALETH VEICULOS LTDA EPP,3800.0
DALETH VEICULOS LTDA EPP,3800.0
DALETH VEICULOS LTDA EPP,1520.0
DALETH VEICULOS LTDA EPP,2520.0
DALETH VEICULOS LTDA EPP,4200.0
Jacare locadora de veículos,3800.0
Jacare locadora de veículos,5500.0
Jacare locadora de veículos,5500.0
Jacare locadora de veículos,6800.0
Jacare locadora de veículos,5500.0
Jacare locadora de veículos,6800.0
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
Intervias,9.0
Intervias,9.0
Intervias,9.0
Intervias,9.0
Intervias,9.0
Intervias,9.0
Intervias,9.0
Intervias,1.65
Rota do Oeste,5.1
Rota do Oeste,3.8
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,4.6
Rota do Oeste,4.9
Rota do Oeste,4.6
Rota do Oeste,4.1
Rota do Oeste,7.0
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.6
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,4.9
Rota do Oeste,4.9
Rota do Oeste,4.1
Rota do Oeste,7.0
Rota do Oeste,4.9
Rota do Oeste,4.6
Rota do Oeste,3.8
Rota do Oeste,3.8
Rota do Oeste,3.8
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,3.8
Rota do Oeste,7.0
Rota do Oeste,3.8
Rota do Oeste,4.9
Rota do Oeste,4.9
Rota do Oeste,4.6
Rota do Oeste,4.6
Rota do Oeste,7.0
Rota do Oeste,4.6
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,7.0
Rota do Oeste,4.9
Rota do Oeste,3.8
Rota do Oeste,4.9
Rota do Oeste,3.8
Rota do Oeste,4.6
Rota do Oeste,3.8
Viação Xavante Ltda.,127.0
Cia Aérea - AVIANCA,581.95
Cia Aérea - AVIANCA,581.95
Cia Aérea - AZUL,250.85
Cia Aérea - AZUL,250.85
Cia Aérea - AZUL,250.0
Cia Aérea - AZUL,761.57
Cia Aérea - AZUL,281.85
Cia Aérea - AZUL,281.85
Cia Aérea - AZUL,601.35
Cia Aérea - AZUL,636.35
Cia Aérea - AZUL,1315.85
Cia Aérea - AZUL,1198.35
Cia Aérea - AZUL,533.57
Cia Aérea - AZUL,647.35
Cia Aérea - AZUL,656.57
Cia Aérea - AZUL,1938.57
Cia Aérea - AZUL,50.0
Cia Aérea - AZUL,2215.57
Cia Aérea - AZUL,1409.35
Cia Aérea - AZUL,2073.57
Cia Aérea - AZUL,710.85
Cia Aérea - AZUL,250.0
Cia Aérea - AZUL,1938.57
Cia Aérea - AZUL,501.57
Cia Aérea - AZUL,1282.39
Cia Aérea - AZUL,898.39
Cia Aérea - AZUL,1252.85
Cia Aérea - AZUL,753.35
Cia Aérea - AZUL,1156.35
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,667.35
Cia Aérea - AZUL,35.0
Cia Aérea - AZUL,330.0
Cia Aérea - AZUL,1278.39
Cia Aérea - AZUL,1630.57
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,839.57
Cia Aérea - AZUL,1373.57
Cia Aérea - AZUL,561.39
Cia Aérea - AZUL,1564.35
Cia Aérea - AZUL,764.85
Cia Aérea - AZUL,582.85
Cia Aérea - AZUL,582.85
Cia Aérea - AZUL,647.35
Cia Aérea - AZUL,330.0
Cia Aérea - AZUL,75.0
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,812.85
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,1938.57
Cia Aérea - AZUL,30.0
Cia Aérea - AZUL,50.0
Cia Aérea - AZUL,1079.57
Cia Aérea - AZUL,250.0
Cia Aérea - AZUL,30.0
Cia Aérea - AZUL,761.57
Cia Aérea - AZUL,1561.35
Cia Aérea - AZUL,876.57
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,330.0
Cia Aérea - AZUL,330.0
Cia Aérea - AZUL,647.35
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,1172.85
Cia Aérea - AZUL,325.0
Cia Aérea - AZUL,1255.85
Cia Aérea - AZUL,681.85
Cia Aérea - AZUL,40.0
Cia Aérea - AZUL,250.0
Cia Aérea - AZUL,829.85
Cia Aérea - AZUL,753.35
Cia Aérea - AZUL,638.39
Cia Aérea - AZUL,501.57
Cia Aérea - AZUL,752.35
Cia Aérea - AZUL,35.0
Cia Aérea - AZUL,1714.35
Cia Aérea - AZUL,325.0
Cia Aérea - AZUL,325.0
Cia Aérea - AZUL,40.0
Cia Aérea - AZUL,1092.85
Cia Aérea - AZUL,1056.35
Cia Aérea - AZUL,1205.85
Cia Aérea - AZUL,1252.85
Cia Aérea - AZUL,1032.85
Cia Aérea - AZUL,825.35
Cia Aérea - AZUL,883.57
Cia Aérea - AZUL,596.35
Cia Aérea - AZUL,636.35
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,753.35
Cia Aérea - AZUL,1301.35
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,678.85
Cia Aérea - AZUL,35.0
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,890.35
Cia Aérea - AZUL,621.35
Cia Aérea - AZUL,621.35
Cia Aérea - AZUL,1132.85
Cia Aérea - AZUL,1205.85
Cia Aérea - AZUL,647.35
Cia Aérea - GOL,432.85
Cia Aérea - GOL,1212.85
Cia Aérea - GOL,656.35
Cia Aérea - GOL,1147.85
Cia Aérea - GOL,50.0
Cia Aérea - GOL,1122.85
Cia Aérea - GOL,1216.35
Cia Aérea - GOL,1122.85
Cia Aérea - GOL,1041.35
Cia Aérea - GOL,1132.85
Cia Aérea - GOL,1309.39
Cia Aérea - GOL,50.0
Cia Aérea - GOL,1287.85
Cia Aérea - GOL,1908.39
Cia Aérea - GOL,1565.7
Cia Aérea - GOL,987.85
Cia Aérea - GOL,892.85
Cia Aérea - GOL,610.85
Cia Aérea - GOL,1231.35
Cia Aérea - GOL,780.39
Cia Aérea - GOL,889.39
Cia Aérea - GOL,2301.78
Cia Aérea - GOL,35.0
Cia Aérea - GOL,708.35
Cia Aérea - GOL,912.85
Cia Aérea - GOL,502.85
Cia Aérea - GOL,601.35
Cia Aérea - GOL,1252.85
Cia Aérea - GOL,1231.35
Cia Aérea - GOL,1401.07
Cia Aérea - GOL,1529.39
Cia Aérea - GOL,695.17
Cia Aérea - GOL,898.39
Cia Aérea - GOL,898.39
Cia Aérea - GOL,496.39
Cia Aérea - GOL,981.85
Cia Aérea - GOL,972.39
Cia Aérea - GOL,1136.85
Cia Aérea - GOL,907.35
Cia Aérea - GOL,738.39
Cia Aérea - GOL,972.39
Cia Aérea - GOL,869.39
Cia Aérea - GOL,887.35
Cia Aérea - GOL,1547.85
Cia Aérea - GOL,1719.39
Cia Aérea - GOL,1279.39
Cia Aérea - TAM,730.85
Cia Aérea - TAM,730.85
Cia Aérea - TAM,600.39
Cia Aérea - TAM,600.39
Cia Aérea - TAM,600.39
Cia Aérea - TAM,600.39
Cia Aérea - TAM,197.39
Cia Aérea - TAM,197.39
Cia Aérea - TAM,151.85
Cia Aérea - TAM,151.85
Cia Aérea - TAM,148.39
Cia Aérea - TAM,148.39
Cia Aérea - TAM,151.85
Cia Aérea - TAM,151.85
Cia Aérea - TAM,148.39
Cia Aérea - TAM,148.39
Cia Aérea - TAM,210.0
Cia Aérea - TAM,863.85
Cia Aérea - TAM,946.85
MARKA GRAFICA E COPIADORA LTDA,35000.0
MARKA GRAFICA E COPIADORA LTDA,30000.0
MARKA GRAFICA E COPIADORA LTDA,18000.0
MARKA GRAFICA E COPIADORA LTDA,20000.0
MARKA GRAFICA E COPIADORA LTDA,20000.0
MARKA GRAFICA E COPIADORA LTDA,20000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,20000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
CELULAR FUNCIONAL,862.83
CELULAR FUNCIONAL,31.15
CELULAR FUNCIONAL,31.15
CELULAR FUNCIONAL,2.17
CELULAR FUNCIONAL,1032.27
CELULAR FUNCIONAL,65.59
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,389.55
CELULAR FUNCIONAL,596.86
CELULAR FUNCIONAL,607.92
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,582.1
CELULAR FUNCIONAL,590.07
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,582.15
RAMAL,14.24
RAMAL,17.25
RAMAL,12.46
RAMAL,2.79
RAMAL,0.86
RAMAL,2.05
RAMAL,2.23
RAMAL,1.27
RAMAL,3.66
RAMAL,2.55
RAMAL,3.69
RAMAL,2.8
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,22.15
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,16.05
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,21.5
CORREIOS - SEDEX CONVENCIONAL,49.42
CORREIOS - SEDEX CONVENCIONAL,35.46
CORREIOS - SEDEX CONVENCIONAL,54.23
CORREIOS - SEDEX CONVENCIONAL,51.26
CORREIOS - SEDEX CONVENCIONAL,212.23
CORREIOS - SEDEX CONVENCIONAL,37.15
CORREIOS - SEDEX CONVENCIONAL,49.75
CORREIOS - SEDEX CONVENCIONAL,48.56
CORREIOS - SEDEX CONVENCIONAL,66.83
CORREIOS - SEDEX CONVENCIONAL,37.15
CORREIOS - SEDEX CONVENCIONAL,290.91
CORREIOS - SEDEX CONVENCIONAL,47.77
CORREIOS - SEDEX CONVENCIONAL,99.64
CORREIOS - SEDEX CONVENCIONAL,312.65
CORREIOS - SEDEX CONVENCIONAL,885.61
CORREIOS - SEDEX CONVENCIONAL,48.56
CORREIOS - SEDEX CONVENCIONAL,54.65
CORREIOS - SEDEX CONVENCIONAL,49.75
CORREIOS - SEDEX CONVENCIONAL,654.18
CORREIOS - SEDEX CONVENCIONAL,805.15
CORREIOS - SEDEX CONVENCIONAL,692.48
CORREIOS - SEDEX CONVENCIONAL,1366.94
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,4000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,4000.0
Cia Aérea - AZUL,1374.42
Cia Aérea - AZUL,1541.04
Cia Aérea - AZUL,1481.57
Cia Aérea - AZUL,675.0
Cia Aérea - AZUL,641.57
Cia Aérea - AZUL,1745.57
Cia Aérea - AZUL,1200.42
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,1483.85
Cia Aérea - AZUL,700.0
Cia Aérea - GOL,1008.47
Cia Aérea - GOL,3174.04
Cia Aérea - TAM,1551.85
Cia Aérea - TAM,1226.85
AMORETTO CAFES EXPRESSO LTDA,654.6
AMORETTO CAFES EXPRESSO LTDA,654.6
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3320.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
ANDREA MELLO PONCIONI,3150.0
CLARO S.A.,177.13
CLARO S.A.,214.99
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
CONCORDE CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,300.0
