txtFornecedor,vlrLiquido
OCEANAIR LINHAS AEREAS S/A EM RECUPERACAO JUDICIAL,956.05
TAM LINHAS AEREAS S/A.,913.64
TAM LINHAS AEREAS S/A.,864.45
TAM LINHAS AEREAS S/A.,1229.76
TAM LINHAS AEREAS S/A.,899.45
TAM LINHAS AEREAS S/A.,899.45
TAM LINHAS AEREAS S/A.,1023.84
TAM LINHAS AEREAS S/A.,359.06
Claro S.A,154.97
Claro S.A,138.98
Claro S.A,154.97
CLARO S.A,154.97
CLARO S.A.,144.95
CLARO S.A.,154.97
CLARO S.A.,138.98
CLARO S.A.,154.97
CLARO S/A,81.8
CLARO S/A.,106.98
CLARO S/A.,154.97
RAMAL,147.36
RAMAL,127.3
RAMAL,81.83
RAMAL,74.78
RAMAL,95.0
RAMAL,82.66
RAMAL,99.04
RAMAL,150.5
RAMAL,13.23
RAMAL,15.64
RAMAL,11.58
CORREIOS - CARTA COMERCIAL,300.3
CORREIOS - CARTA COMERCIAL,380.7
CORREIOS - CARTA REGISTRADA COM AR,15.25
CORREIOS - SEDEX 10,66.3
CORREIOS - SEDEX CONVENCIONAL,70.92
CORREIOS - SEDEX CONVENCIONAL,51.26
CORREIOS - SEDEX CONVENCIONAL,51.26
CORREIOS - SEDEX CONVENCIONAL,101.54
CORREIOS - SEDEX CONVENCIONAL COM AR,67.63
AEROPORTO GRILL,100.0
NATIVAS BUFFET E RESTAURANTE EIRELI,57.96
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,30.01
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,26.8
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,29.2
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,65.78
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,70.63
SLAVIERO VINHOS E SUCOS LTDA ME,80.5
HOTEL RECANTO DO BOSQUE,190.0
ILB 1 HOTELARIA EIRELI - EPP,715.0
J.T.HOTEL E RESTAURANTE LTDA,390.0
SEDNA PALACE HOTEL LTDA,150.0
Cia Aérea - AVIANCA,764.49
Cia Aérea - AZUL,793.42
Cia Aérea - AZUL,214.85
Cia Aérea - AZUL,1309.39
Cia Aérea - AZUL,375.0
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,1046.57
Cia Aérea - AZUL,902.85
Cia Aérea - AZUL,1885.57
Cia Aérea - AZUL,643.42
Cia Aérea - AZUL,939.0
Cia Aérea - AZUL,1457.85
Cia Aérea - AZUL,644.39
Cia Aérea - AZUL,440.39
Cia Aérea - AZUL,1419.57
Cia Aérea - AZUL,915.85
Cia Aérea - AZUL,1069.39
Cia Aérea - AZUL,913.57
Cia Aérea - AZUL,651.57
Cia Aérea - AZUL,1737.85
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,1247.85
Cia Aérea - AZUL,325.0
Cia Aérea - AZUL,1262.57
Cia Aérea - AZUL,1357.85
Cia Aérea - AZUL,1084.39
Cia Aérea - GOL,1171.42
Cia Aérea - GOL,361.0
Cia Aérea - GOL,801.49
Cia Aérea - GOL,724.9
Cia Aérea - GOL,653.42
Cia Aérea - GOL,1104.39
Cia Aérea - GOL,1045.42
Cia Aérea - GOL,1632.16
Cia Aérea - GOL,954.09
Cia Aérea - GOL,226.39
Cia Aérea - GOL,943.39
Cia Aérea - GOL,831.59
Cia Aérea - GOL,1336.57
Cia Aérea - GOL,1382.79
Cia Aérea - GOL,884.39
Cia Aérea - GOL,1109.39
Cia Aérea - GOL,1235.85
Cia Aérea - GOL,85.72
Cia Aérea - GOL,275.0
Cia Aérea - GOL,924.57
Cia Aérea - GOL,1323.85
Cia Aérea - GOL,1336.07
Cia Aérea - GOL,884.39
Cia Aérea - GOL,69.0
Cia Aérea - GOL,450.0
Cia Aérea - GOL,461.0
Cia Aérea - GOL,735.85
Cia Aérea - GOL,1075.85
Cia Aérea - GOL,1304.42
Cia Aérea - GOL,1697.85
Cia Aérea - GOL,885.42
Cia Aérea - GOL,649.0
Cia Aérea - GOL,621.0
Cia Aérea - GOL,344.0
Cia Aérea - GOL,12.5
Cia Aérea - GOL,15.0
Cia Aérea - GOL,1494.42
Cia Aérea - GOL,696.0
Cia Aérea - GOL,737.85
Cia Aérea - GOL,725.54
Cia Aérea - GOL,1130.57
Cia Aérea - GOL,1032.57
Cia Aérea - GOL,30.0
Cia Aérea - GOL,1610.42
Cia Aérea - TAM,45.0
Cia Aérea - TAM,27.0
Cia Aérea - TAM,30.0
Cia Aérea - TAM,30.0
Cia Aérea - TAM,45.0
Cia Aérea - TAM,45.0
Cia Aérea - TAM,45.0
Cia Aérea - TAM,45.0
Cia Aérea - TAM,20.0
Cia Aérea - TAM,20.0
Cia Aérea - TAM,872.85
Cia Aérea - TAM,943.39
Cia Aérea - TAM,568.85
Cia Aérea - TAM,984.24
Cia Aérea - TAM,591.39
Cia Aérea - TAM,178.0
Cia Aérea - TAM,680.49
Cia Aérea - TAM,657.85
Cia Aérea - TAM,938.85
Cia Aérea - TAM,720.85
Cia Aérea - TAM,568.59
Cia Aérea - TAM,568.59
AGUAS CUIABA S.A,104.49
AGUAS CUIABA S.A,219.54
AGUAS CUIABA S.A,204.2
AGUAS CUIABA S.A,96.82
AGUAS CUIABA S.A,135.17
AGUAS CUIABA S.A,242.55
AGUAS CUIABA S.A,150.51
CLARO S.A.,143.66
CLARO S.A.,163.99
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,354.21
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,662.02
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,746.77
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,681.89
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,735.87
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1182.35
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1202.66
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1117.21
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,813.75
José Pérsio Rosa da Silva,2267.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
José Pérsio Rosa da Silva,4000.0
Prefeitura Municipal de Cuiabá,2000.0
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,426.0
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,212.2
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,180.0
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,210.0
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,268.0
ZF INFORMATICA E PAPELARIA LTDA - EPP,533.2
ZF INFORMATICA E PAPELARIA LTDA - EPP,386.0
ZF INFORMATICA E PAPELARIA LTDA - EPP,851.0
ZF INFORMATICA E PAPELARIA LTDA - EPP,600.9
ZF INFORMATICA E PAPELARIA LTDA - EPP,1101.1
ZF INFORMATICA E PAPELARIA LTDA - EPP,598.6
ZF INFORMATICA E PAPELARIA LTDA - EPP,726.4
ZF INFORMATICA E PAPELARIA LTDA - EPP,788.9
ZF INFORMATICA E PAPELARIA LTDA - EPP,577.5
AIGLAOIL SERVICOS AUTOMOTIVOS EIRELI - ME,244.0
AIGLAOIL SERVICOS AUTOMOTIVOS EIRELI - ME,184.0
AMAZONIA 05,100.0
America Auto Posto Ltda F01,88.49
AUTO POSTO 2 L LTDA,91.29
AUTO POSTO 305 SUL LTDA,605.01
AUTO POSTO 305 SUL LTDA,575.83
AUTO POSTO 305 SUL LTDA,808.85
Auto Posto Bacaba Ltda Epp,155.0
AUTO POSTO DRACENA LTDA,272.64
AUTO POSTO DRACENA LTDA,317.95
AUTO POSTO DRACENA LTDA,78.01
AUTO POSTO DRACENA LTDA,132.01
AUTO POSTO DRACENA LTDA,220.01
Auto Posto e Restaurante Malu Ltda Me,152.0
AUTO POSTO FLORAIS ME,103.01
AUTO POSTO MARTINAO LTDA,133.0
AUTO POSTO MARTINAO LTDA,136.03
AUTO POSTO NORTAO ITAUBA LTDA,101.31
AUTO POSTO NOVO CEU LTDA,100.0
AUTO POSTO POSITIVO LTDA,241.0
AUTO POSTO SANTOS DUMONT LTDA ME,100.0
AUTO POSTO VIA BRASIL LTDA,104.99
AUTO POSTO VIA BRASIL LTDA,124.0
AUTO POSTO VIA BRASIL LTDA,96.49
AUTO POSTO VIA BRASIL LTDA,100.0
AUTO POSTO VIA BRASIL LTDA,100.0
AUTO POSTO VIA BRASIL LTDA,72.0
BASSANI COMERCIO DE COMBUSTIVEIS LTDA,50.0
BRANDAO COMERCIO DE PETROLEO LTDA,203.02
BRENDLER COMERCIO DE COMBUSTIVEIS LTDA,186.5
Castelo Branco Comercio de Combustiveis Ltda,228.01
Castelo Branco Comercio de Combustiveis Ltda,114.0
Castelo Branco Comercio de Combustiveis Ltda,187.0
Castelo Branco Comercio de Combustiveis Ltda,65.02
CM COMERCIO DE COMBUSTIVEIS LTDA,112.59
COMERCIAL AMAZONIA DE PETROLEO EIRELI,112.67
COMERCIAL AMAZONIA DE PETROLEO EIRELI,115.09
COMERCIAL AMAZONIA DE PETROLEO EIRELI,101.31
COMERCIAL AMAZONIA DE PETROLEO EIRELI,114.34
COMERCIAL AMAZONIA DE PETROLEO EIRELI,98.18
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,110.82
COMERCIAL AMAZONIA DE PETROLEO LTDA,95.01
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,125.52
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,106.53
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,102.19
COMERCIAL AMAZONIA DE PETROLEO LTDA,128.15
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,110.03
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,170.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,150.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,118.24
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.37
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,82.35
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,1000.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,126.25
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,109.98
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,1000.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,90.01
COMERCIAL AMAZONIA DE PETROLEO LTDA,117.5
COMERCIAL AMAZONIA DE PETROLEO LTDA,500.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,1000.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,678.83
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,109.39
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,79.63
COMERCIAL AMAZONIA DE PETROLEO LTDA,120.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,100.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,77.6
COMERCIAL AMAZONIA DE PRETROLEO LTDA,100.0
COMERCIAL DE COMBUSTIVEIS PARAISO LTDA,52.25
COMERCIAL DE COMBUSTIVEIS SANTA EDWIGES LTDA,111.11
COMERCIAL DE COMBUSTIVEL DIAMANTINO LTDA,100.0
COMERCIAL ITALIA LTDA,111.68
COMERCIO DE COMBUSTIVEL INDUSTRIARIO EIRELI,150.0
COMERCIO DE PETROLEO PIMENTAO LTDA,195.59
COMERCIO DERIVADOS DE PETROLEO BALDUINO,97.03
EAP POSTOS DE COMBUSTIVEIS LTDA,150.0
EAP POSTOS DE COMBUSTIVEIS LTDA,240.0
EAP POSTOS DE COMBUSTIVEIS LTDA,215.46
EAP POSTOS DE COMBUSTIVEIS LTDA,218.52
EBC COMERCIO DE COMB SERV EIRELE LTDA,100.0
ECCOMANIA COM DE COMB E DERIV DE PETROLEO EIRELI,107.08
ECCOMANIA COM DE COMB E DERIV DE PETROLEO EIRELI,50.0
EL ELION COMERCIO DE COMBUSTIVEIS LTDA,244.62
GELLER AUTO POSTO LTDA,97.88
JGJ COMERCIO DE PETROLEO LTDA,100.0
JGJ COMERCIO DE PETROLEO LTDA,111.8
JGJ COMERCIO DE PETROLEO LTDA,100.0
JGJ COMERCIO DE PETROLEO LTDA,75.75
JGJ COMERCIO DE PETROLEO LTDA,100.0
JGJ COMERCIO DE PETROLEO LTDA,246.86
JGJ COMERCIO DE PETROLEO LTDA,85.22
JGJ COMERCIO DE PETROLEO LTDA,100.0
JGJ COMERCIO DE PETROLEO LTDA,100.0
JGJ COMERCIO DE PETROLEO LTDA,110.24
JGJ COMERCIO DE PETROLEO LTDA,232.98
JGJ COMERCIO DE PETROLEO LTDA,84.13
JGJ COMERCIO DE PETROLEO LTDA,111.11
JGJ COMERCIO DE PETROLEO LTDA,92.36
JLM COMERCIO DE PETROLEO LTDA,88.81
LA ROCQUE COMERCIO DE COMBUSTIVEIS LTDA,100.0
LEBLON COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA,81.9
LEONISIA NN BARROSO,105.62
LEONISIA NN BARROSO,75.38
LEONISIA NN BARROSO,77.83
LORIANA ANDRADE DA FONSECA,150.01
LORIANA ANDRADE DA FONSECA,151.01
LORIANA ANDRADE DA FONSECA,143.87
LORIANA ANDRADE DA FONSECA,143.03
LORIANA ANDRADE DA FONSECA,236.02
LORIANA ANDRADE DA FONSECA,166.04
LORIANA ANDRADE DA FONSECA,207.53
LORIANA ANDRADE DA FONSECA,248.02
LORIANA ANDRADE DA FONSECA,178.06
LORIANA ANDRADE DA FONSECA,103.45
LORIANA ANDRADE DA FONSECA,110.03
LORIANA ANDRADE DA FONSECA,203.04
LORIANA ANDRADE DA FONSECA,165.01
LORIANA ANDRADE DA FONSECA,258.94
LORIANA ANDRADE DA FONSECA,243.59
LORIANA ANDRADE DA FONSECA,255.03
LORIANA ANDRADE DA FONSECA,196.01
LORIANA ANDRADE DA FONSECA,100.01
LORIANA ANDRADE DA FONSECA,93.0
LORIANA ANDRADE DA FONSECA,88.41
LORIANA ANDRADE DA FONSECA,94.01
LORIANA ANDRADE DA FONSECA,89.0
LORIANA ANDRADE DA FONSECA,192.02
LORIANA ANDRADE DA FONSECA,176.01
LORIANA ANDRADE DA FONSECA,108.04
LORIANA ANDRADE DA FONSECA,176.01
LORIANA ANDRADE DA FONSECA,222.01
LORIANA ANDRADE DA FONSECA,157.58
LORIANA ANDRADE DA FONSECA,191.9
LORIANA ANDRADE DA FONSECA,214.96
LORIANA ANDRADE DA FONSECA,179.02
LORIANA ANDRADE DA FONSECA,100.0
LORIANA ANDRADE DA FONSECA,228.15
LORIANA ANDRADE DA FONSECA,102.01
LORIANA ANDRADE DA FONSECA,92.04
LORIANA ANDRADE DA FONSECA,100.0
LORIANA ANDRADE DA FONSECA,234.0
MA COMERCIO DE COMBUSTIVEIS LTDA,86.5
MA COMERCIO DE COMBUSTIVEIS LTDA,81.53
MA COMERCIO DE COMBUSTIVEIS LTDA,84.51
MAKRO ATACADISTA S.A,172.05
MANENTI E MANENTI LTDA,119.32
MANENTI E MANENTI LTDA,99.11
PADRA E OLIVEIRA LTDA-ME,102.4
PANAMERICANO AUTO POSTO CUIABÁ LTDA.,102.07
PAPAI AUTO POSTO CUIABA LTDA,96.42
PAPAI AUTO POSTO CUIABA LTDA,112.73
Paulo Andreis e Cia Ltda,50.0
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,122.03
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,73.21
PETROLUZ BANDEIRANTES AUTO POSTO LTDA,61.42
Petropaulo Comercio de Derivados de Petroleo Ltda,182.0
Petropaulo Comercio de Derivados de Petroleo Ltda,400.0
PETRUS COMERCIO DE COMBUSTIVEIS LTDA - ME,232.98
PETRUS COMERCIO DE COMBUSTIVEIS LTDA - ME,186.0
PETRUS COMERCIO DE COMBUSTIVEIS LTDA - ME,72.11
PETRUS COMERCIO DE COMBUSTIVEIS LTDA - ME,92.0
POSTO ARAGUAIA,156.02
POSTO BEGE,136.11
POSTO CARGA PESADA LTDA,215.05
POSTO DE COMBUSTIVEIS 208 SUL EIRELI,176.26
POSTO MARIO ANDREAZA COMERCIO DE COMBUSTIVEIS,103.01
POSTO ND,79.01
Posto Parque do Lago,50.04
POSTO PEDRO NECA LTDA,63.02
POSTO PIVA,258.21
POSTO SAMUCA CUIABÁ LTDA.,100.02
POSTO SILOEIRO LTDA,200.0
POSTO TIGRAO LTDA,156.03
POSTO UNIAO DE BRASNORTE LTDA,131.8
POSTO UNIAO DE BRASNORTE LTDA,92.85
POSTO VERDAO COMBUSTIVEIS LTDA,78.02
POSTO VITÓRIA,260.0
PREMIER AUTO POSTO CUIABA LTDA,100.0
PUMA AUTO POSTO CUIABA LTDA,100.0
PUMA AUTO POSTO CUIABA LTDA,100.0
QUALLI COMERCIO DE COMBUSTIVEIS LTDA,100.0
QUALLI COMERCIO DE COMBUSTIVEIS LTDA,100.0
R C Comercio De Combustiveis Ltda,97.73
R. VARGAS LEMES EPP,180.0
Rede America de Combustíveis JK LTDA,216.02
REDE DE POSTOS 3R LTDA,100.0
REDE DE POSTOS 3R LTDA,89.59
REDE DE POSTOS CONTI COMIGO LTDA,194.97
REDE DE POSTOS CONTI COMIGO LTDA,80.02
REDE POSTOS STA MARIA LTDA,104.01
REDE VIP COMERCIO DE COMBUSTIVEL E SERVICOS LTDA,100.0
RENASCENCA AUTO POSTO LTDA,87.28
RENASCENCA AUTO POSTO LTDA,94.63
RENASCENCA AUTO POSTO LTDA,100.0
RENASCENCA AUTO POSTO LTDA,51.63
RENASCENCA AUTO POSTO LTDA,101.57
RENASCENCA AUTO POSTO LTDA,1000.0
RIBANCEIRA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,240.05
S C DE FIGUEIREDO E CIA LTDA,157.03
SAO JOAO POSTOS,574.86
SAO JOAO POSTOS,810.21
SAO JOAO POSTOS,402.39
SAO JOAO POSTOS,791.35
SAO JOAO POSTOS,380.66
SAO JOAO POSTOS,347.78
SAO JOAO POSTOS,594.66
SAO JOAO POSTOS,171.97
SAO JOAO POSTOS,927.53
SAO JOAO POSTOS,818.66
SAO JOAO POSTOS,625.92
SAO JOAO POSTOS,735.63
SAO JOAO POSTOS,342.4
SAO JOAO POSTOS DE ABAST E SERV. LTDA,1085.39
SAO JOAO POSTOS DE ABAST E SERV. LTDA,470.51
SAO JOAO POSTOS DE ABAST E SERV. LTDA,354.17
SAO JOAO POSTOS DE ABAST E SERV. LTDA,565.52
SINAL VERDE COMERCIO DERIVADOS DE PETROLEO LTDA,112.02
SUELMEI CAMPOS BARBOSA EIRELI,65.02
T G DE SOUZA EIRELI - EPP,108.05
VALDIVINO BARBOSA SILVA - O GOIANO,187.0
Grafica Print Industria e Editora Eireli,870.0
Grafica Print Industria e Editora Eireli,1120.0
MULTICOR IMPRESSOS INDUSTRIA COM E REPRESENTACOES LTDA,7050.0
PROMO GRAFICA EDITORA E COMUNICACAO VISUAL EIRELI,7050.0
PROMO GRAFICA EDITORA E COMUNICACAO VISUAL EIRELI,7050.0
PROMO GRAFICA EDITORA E COMUNICACAO VISUAL EIRELI,10780.0
PROMO GRAFICA EDITORA E COMUNICACAO VISUAL EIRELI,11270.0
PROMO GRAFICA EDITORA E COMUNICACAO VISUAL EIRELI,24320.0
Inviolável Mato Grosso,427.64
Inviolável Mato Grosso,516.77
Inviolável Mato Grosso,419.0
Inviolável Mato Grosso,419.0
AMERICA DO SUL - TAXI AEREO LTDA.,1279.0
AZUL LINHAS AÉREAS INTELIGENTES S.A,1338.85
CGB AMERICA DO SUL TAXI AEREO LTDA,1119.0
LATAM AIRLINES GROUP S/A,616.17
CELULAR FUNCIONAL,66.11
CELULAR FUNCIONAL,155.74
CELULAR FUNCIONAL,271.16
CELULAR FUNCIONAL,258.45
CELULAR FUNCIONAL,272.5
CELULAR FUNCIONAL,270.88
CELULAR FUNCIONAL,180.65
CELULAR FUNCIONAL,2.9
CELULAR FUNCIONAL,121.08
CELULAR FUNCIONAL,0.1
CELULAR FUNCIONAL,115.38
CELULAR FUNCIONAL,0.17
CELULAR FUNCIONAL,124.44
CELULAR FUNCIONAL,117.52
CELULAR FUNCIONAL,0.17
CELULAR FUNCIONAL,115.15
CELULAR FUNCIONAL,2.67
CLARO S.A.,167.34
CLARO S.A.,168.73
CLARO S.A.,167.43
CLARO S.A.,21.67
RAMAL,62.08
RAMAL,153.57
RAMAL,84.32
RAMAL,73.37
RAMAL,54.51
RAMAL,59.51
RAMAL,48.49
RAMAL,84.51
RAMAL,16.45
RAMAL,10.58
RAMAL,9.57
TELEFONICA BRASIL S. A.,154.82
TELEFONICA BRASIL S.A.,725.99
TELEFONICA BRASIL S.A.,51.06
TELEFONICA BRASIL S.A.,129.99
TELEFONICA BRASIL S.A.,139.77
TELEFÔNICA BRASIL S.A. - VIVO,389.97
TELEFÔNICA BRASIL S.A. VIVO,391.23
TELEFÔNICA BRASIL S.A. VIVO,389.97
TELEFÔNICA BRASIL S.A. VIVO,429.97
TELEFÔNICA BRASIL S.A. VIVO,429.97
TELEFÔNICA BRASIL S.A. VIVO,569.99
TELEFÔNICA BRASIL S.A. VIVO,569.99
TELEFÔNICA BRASIL S.A. VIVO,128.71
TELEFÔNICA BRASIL S.A. VIVO,135.61
TELEFÔNICA BRASIL S.A. VIVO,725.99
TELEFÔNICA BRASIL S.A. VIVO,629.99
TELEFÔNICA BRASIL S.A. VIVO,139.79
TELEFÔNICA BRASIL S.A. VIVO,137.97
TELEFÔNICA BRASIL S.A. VIVO/GVT,429.97
TELEFÔNICA BRASIL S.A. VIVO/GVT,725.99
TELEFÔNICA BRASIL S.A. VIVO/GVT,139.79
Telefonica Brasil S/A,436.29
TELEFONICA BRASIL SA,487.6
TELEFONICA BRASIL SA VIVO/GVT,385.99
VIVO - Telefônica Brasil S.A.,389.97
VIVO - Telefônica Brasil S.A.,599.99
VIVO - Telefônica Brasil S.A.,129.99
CORREIOS - CARTA COMERCIAL,8.85
CORREIOS - CARTA COMERCIAL,2.7
CORREIOS - CARTA COMERCIAL,1463.4
CORREIOS - CARTA COMERCIAL,228.75
CORREIOS - CARTA COMERCIAL,2278.1
CORREIOS - CARTA COMERCIAL,703.05
CORREIOS - CARTA COMERCIAL,735.75
CORREIOS - CARTA REGISTRADA,17.95
CORREIOS - CARTA REGISTRADA,8.45
CORREIOS - CARTA REGISTRADA,101.4
CORREIOS - CARTA REGISTRADA COM AR,326.6
CORREIOS - CARTA REGISTRADA COM AR,14.2
CORREIOS - CARTA REGISTRADA COM AR,298.2
CORREIOS - CARTA REGISTRADA COM AR,823.6
CORREIOS - CARTA REGISTRADA COM AR,355.0
CORREIOS - CARTA REGISTRADA COM AR,632.15
CORREIOS - CARTA REGISTRADA COM AR,14.2
CORREIOS - CARTA REGISTRADA COM AR,14.2
CORREIOS - CARTA REGISTRADA COM AR,161.4
CORREIOS - ENCOMENDA PAC,45.44
CORREIOS - ENCOMENDA PAC,27.72
CORREIOS - ENCOMENDA PAC,45.44
CORREIOS - ENCOMENDA PAC,26.89
CORREIOS - ENCOMENDA PAC,25.48
CORREIOS - ENCOMENDA PAC,21.11
CORREIOS - ENCOMENDA PAC,70.66
CORREIOS - ENCOMENDA PAC,46.59
CORREIOS - ENCOMENDA PAC,25.48
CORREIOS - ENCOMENDA PAC,25.48
CORREIOS - ENCOMENDA PAC,162.85
CORREIOS - ENCOMENDA PAC,90.5
CORREIOS - ENCOMENDA PAC,23.2
CORREIOS - ENCOMENDA PAC,19.7
CORREIOS - ENCOMENDA PAC,46.69
CORREIOS - ENCOMENDA PAC,26.89
CORREIOS - ENCOMENDA PAC,982.17
CORREIOS - ENCOMENDA PAC,36.01
CORREIOS - ENCOMENDA PAC,61.5
CORREIOS - SEDEX CONVENCIONAL,50.64
CORREIOS - SEDEX CONVENCIONAL,51.26
CORREIOS - SEDEX CONVENCIONAL,111.24
CORREIOS - SEDEX CONVENCIONAL,18.54
CORREIOS - SEDEX CONVENCIONAL,18.54
CORREIOS - SEDEX CONVENCIONAL,70.97
GOL LINHAS AEREAS S.A.,34.66
GOL LINHAS AEREAS S.A.,42.03
GOL LINHAS AEREAS S.A.,39.03
TAM LINHAS AEREAS S/A.,10.9
TAM LINHAS AEREAS SA,66.3
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
TAM LINHAS AEREAS SA,10.9
ALMANARA RESTAURANTES E LANCHONETES LTDA,59.7
BAR E RESTAURANTE TIA ZELIA LTDA ME,44.0
BAR E RESTAURANTE TIA ZELIA LTDA ME,42.9
BAR E RESTAURANTE TIA ZELIA LTDA ME,45.1
BAR E RESTAURANTE TIA ZELIA LTDA ME,60.0
